instruction,response
ਸੁਸ਼ਮਾ ਸਵਰਾਜ ਨੂੰ ਰਾਜ ਪੱਧਰੀ ਮੁਕਾਬਲੇ ਵਿੱਚ ਕਿਹੜਾ ਪੁਰਸਕਾਰ ਮਿਲਿਆ?,ਸਰਵੋਤਮ ਹਿੰਦੀ ਸਪੀਕਰ ਦਾ ਪੁਰਸਕਾਰ
ਸੁਸ਼ਮਾ ਸਵਰਾਜ ਕਿਸ ਸਾਲ ਭਾਰਤ ਦੀ ਸੁਪਰੀਮ ਕੋਰਟ ਵਿੱਚ ਵਕੀਲ ਬਣ ਗਈ ਸੀ?,1973
ਕੌਣ ਹੈ ਸੁਸ਼ਮਾ ਸਵਰਾਜ ਦਾ ਪਤੀ?,ਸ੍ਵਜ ਕੌਸ਼ਾ
ਸੁਸ਼ਮਾ ਸਵਰਾਜ ਨੇ ਸਵਰਾਜ ਕੌਸ਼ਲ ਨਾਲ ਕਦੋਂ ਵਿਆਹ ਕਰਵਾਇਆ ਸੀ?,13 ਜੁਲਾਈ 1975
ਸੁਸ਼ਮਾ ਸਵਰਾਜ ਦੀ ਬੇਟੀ ਦੀ ਡਿਗਰੀ ਕੀ ਹੈ?,ਆਕਸਫੋਰਡ ਯੂਨੀਵਰਸਿਟੀ ਦਾ ਗ੍ਰੈਜੂਏਟ
ਕੀ ਹੈ ਸੁਸ਼ਮਾ ਸਵਰਾਜ ਦੀ ਬੇਟੀ ਦਾ ਪੇਸ਼ਾ?,ਬੈਰਿਸਟਰ ਇਨ ਲਾਅ
ਸੁਸ਼ਮਾ ਸਵਰਾਜ ਨੂੰ ਅਮਰੀਕੀ ਵਾਲ ਸਟਰੀਟ ਜਰਨਲ ਤੋਂ ਕਿਹੜਾ ਪੁਰਸਕਾਰ ਮਿਲਿਆ?,ਭਾਰਤ ਦੇ ਸਰਬੋਤਮ ਰਾਜਨੇਤਾ
ਸੁਹੇਲ ਸਿੰਘ ਦੀਆਂ ਕੀ ਭੂਮਿਕਾਵਾਂ ਸਨ,"ਉਹ ਲੋਕ ਲਹਿਰ ਦੇ ਸੰਪਾਦਕ, ਰੋਜ਼ਾਨਾ ਨਵਾਂ ਜ਼ਮਾਨਾ ਦੇ ਉਪ-ਸੰਪਾਦਕ ਸਨ ਅਤੇ ਨਵਾਂ ਜ਼ਮਾਨਾ ਦੇ ਉਪ-ਸੰਪਾਦਕ ਵਜੋਂ ਵੀ ਕੰਮ ਕਰਦੇ ਸਨ ਅਤੇ ਲੋਕ ਲਹਿਰ ਦੇ ਸੰਪਾਦਕ ਸਨ।"
'ਤਰਾਸ਼ੀ ਵਿਧੀ' ਕਿਸ ਬਾਰੇ ਸੀ,"‘ਤਰਾਸ਼ੀ ਵਿਧੀ’ ਹਰ ਰੋਜ਼ ਸੱਚ ਬੋਲਣ ਦਾ ਤਰੀਕਾ ਸੀ, ਸੁਹੇਲ ਸਿੰਘ ਦੇ ਕੰਮ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ ਸੀ।"
ਸੁਹੇਲ ਸਿੰਘ ਦੀਆਂ ਲਿਖਤਾਂ ਅਕਸਰ ਕਿਸ ਗੱਲ ਉੱਤੇ ਧਿਆਨ ਕੇਂਦਰਿਤ ਕਰਦੀਆਂ ਸਨ,"ਉਸ ਦੀਆਂ ਲਿਖਤਾਂ ਅਕਸਰ ਪੰਜਾਬ ਦੇ ਪਿੰਡਾਂ ਦੇ ਮਿਹਨਤੀ ਕਿਸਾਨਾਂ, ਖੇਤ ਮਜ਼ਦੂਰਾਂ ਅਤੇ ਤੀਜੇ ਦਰਜੇ ਦੇ ਮਜ਼ਦੂਰਾਂ ਦੀਆਂ ਔਕੜਾਂ, ਦੁੱਖਾਂ, ਪੀੜਾਂ ਅਤੇ ਮਜਬੂਰੀਆਂ 'ਤੇ ਕੇਂਦਰਿਤ ਹੁੰਦੀਆਂ ਹਨ।"
ਸੁਹੇਲ ਸਿੰਘ ਨੇ ਸੰਪਾਦਕੀ ਦੇ ਨਾਲ-ਨਾਲ ਕੀ ਲਿਖਿਆ,"ਉਸਨੇ ਕਹਾਣੀਆਂ ਲਿਖੀਆਂ, ਖਾਸ ਤੌਰ 'ਤੇ ਕਿਸਾਨਾਂ ਅਤੇ ਮਜ਼ਦੂਰਾਂ ਦੀਆਂ ਮੁਸ਼ਕਿਲਾਂ 'ਤੇ ਧਿਆਨ ਕੇਂਦ੍ਰਤ ਕਰਦੇ ਹੋਏ, ਹਾਲਾਂਕਿ ਇਹਨਾਂ ਕਹਾਣੀਆਂ ਵਿੱਚ ਕਈ ਵਾਰ ਪਾਲਿਸ਼ ਦੀ ਕਮੀ ਹੁੰਦੀ ਹੈ।"
ਸੁਹੇਲ ਸਿੰਘ ਦੀ 'ਬਾਂਝ ਧਰਤੀ' ਕੀ ਸੀ,ਇਹ ਸੁਹੇਲ ਸਿੰਘ ਦਾ ਕਹਾਣੀ ਸੰਗ੍ਰਹਿ ਹੈ।
ਸੁਹੇਲ ਸਿੰਘ ਦੁਆਰਾ 'ਮੱਛੀ ਅਤੇ ਪਾਣੀ' ਕੀ ਸੀ,ਇਸ ਦਾ ਅਨੁਵਾਦ ਸੁਹੇਲ ਸਿੰਘ ਨੇ ਕੀਤਾ ਹੈ।
ਸੂਬਾ ਸਿੰਘ ਦਾ ਜਨਮ ਕਦੋਂ ਹੋਇਆ?,15 ਮਈ 1915 ਈ
ਸੂਬਾ ਸਿੰਘ ਦਾ ਜਨਮ ਕਿੱਥੇ ਹੋਇਆ ਸੀ?,ਪਿੰਡ ਉਧੋ ਨੰਗਲ ਜ਼ਿਲ੍ਹਾ ਅੰਮ੍ਰਿਤਸਰ
ਸੂਬਾ ਸਿੰਘ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਕੌਣ ਹਨ?,ਪਿਤਾ ਰਾਮ ਸਿੰਘ ਸੋਹਲ ਅਤੇ ਮਾਤਾ ਰਾਧੀ ਜੀ
ਸੂਬਾ ਸਿੰਘ ਦੀ ਪਤਨੀ ਕੌਣ ਹੈ?,ਸ਼੍ਰੀਮਤੀ ਹਰਦੀਪ ਕੌਰ
ਸੂਬਾ ਸਿੰਘ ਦੇ ਕਿੰਨੇ ਬੱਚੇ ਹਨ?,ਦੋ (ਇੱਕ ਮੁੰਡਾ ਅਤੇ ਇੱਕ ਕੁੜੀ)
ਸੂਬਾ ਸਿੰਘ ਦੇ ਬੱਚਿਆਂ ਦੇ ਨਾਮ ਕੀ ਹਨ?,ਯੋਗੀਰਾਜ ਸਿੰਘ ਅਤੇ ਸੁਰਿੰਦਰ ਕੌਰ
ਸੂਬਾ ਸਿੰਘ ਦੀ ਮੌਤ ਕਿਵੇਂ ਹੋਈ?,ਗੁਰਦੇ ਦੀ ਅਸਫਲਤਾ ਅਤੇ ਅੰਤਮ ਦਿਲ ਦਾ ਦੌਰਾ ਪੈਣ ਕਾਰਨ
ਸੂਬਾ ਸਿੰਘ ਦੀ ਮੌਤ ਕਿੱਥੇ ਹੋਈ?,"ਗੁਰੂ ਨਾਨਕ ਹਸਪਤਾਲ, ਅੰਮ੍ਰਿਤਸਰ"
ਸੂਬਾ ਸਿੰਘ ਦੀ ਮੁੱਢਲੀ ਸਿੱਖਿਆ ਕੀ ਸੀ?,ਮੱਧ ਪੱਧਰ ਤੱਕ
ਸੂਬਾ ਸਿੰਘ ਨੇ ਆਪਣੀ ਮੁੱਢਲੀ ਸਿੱਖਿਆ ਕਿੱਥੇ ਪੂਰੀ ਕੀਤੀ?,ਪਿੰਡ ਦਾ ਸਕੂਲ ਉਧੋ ਨੰਗਲ
ਸੂਬਾ ਸਿੰਘ ਨੇ ਦਸਵੀਂ ਕਿੱਥੇ ਕੀਤੀ?,ਖਾਲਸਾ ਸਕੂਲ ਬਾਬ ਬਕਾਲਾ
"ਸੂਬਾ ਸਿੰਘ ਨੇ ਰਣਧੀਰ ਕਾਲਜ, ਕਪੂਰਥਲਾ ਤੋਂ ਕਿਹੜੀ ਡਿਗਰੀ ਪਾਸ ਕੀਤੀ?",FSC
ਸੂਬਾ ਸਿੰਘ ਨੇ ਸਿਆਲਕੋਟ ਤੋਂ ਕਿਹੜੀ ਡਿਗਰੀ ਪਾਸ ਕੀਤੀ?,ਬੀ.ਏ
"ਸੂਬਾ ਸਿੰਘ ਨੇ ਪੰਜਾਬ ਯੂਨੀਵਰਸਿਟੀ, ਲਾਹੌਰ ਤੋਂ ਕਿਹੜੀ ਡਿਗਰੀ ਪਾਸ ਕੀਤੀ?",ਐਮਏ (ਗਣਿਤ)
"ਸੂਬਾ ਸਿੰਘ ਨੇ ਪੰਜਾਬ ਯੂਨੀਵਰਸਿਟੀ, ਲਾਹੌਰ ਤੋਂ ਕਿਸ ਸਾਲ ਗ੍ਰੈਜੂਏਸ਼ਨ ਕੀਤੀ?",1939
ਸੂਬਾ ਸਿੰਘ ਨੂੰ PCS ਅਫਸਰ ਕਿਉਂ ਨਹੀਂ ਚੁਣਿਆ ਗਿਆ?,ਬ੍ਰਿਟਿਸ਼ ਸਰਕਾਰ ਨਾਲ ਉਸਦੇ ਇਕਰਾਰਨਾਮੇ ਦੀਆਂ ਸਖ਼ਤ ਸ਼ਰਤਾਂ ਕਾਰਨ
1961 ਤੋਂ 1967 ਤੱਕ ਸੂਬਾ ਸਿੰਘ ਦੀ ਨੌਕਰੀ ਕੀ ਸੀ?,ਲੋਕ ਸੰਪਰਕ ਅਧਿਕਾਰੀ
ਸੂਬਾ ਸਿੰਘ 1967 ਵਿਚ ਡੈਪੂਟੇਸ਼ਨ 'ਤੇ ਕਿੱਥੇ ਗਿਆ ਸੀ?,"ਪ੍ਰਬੰਧਕੀ ਅਫਸਰ, ਵਿਕਾਸ ਅਤੇ ਪ੍ਰਕਾਸ਼ਨ ਵਿਭਾਗ, ਪੰਜਾਬੀ ਯੂਨੀਵਰਸਿਟੀ, ਪਟਿਆਲਾ"
ਸੂਬਾ ਸਿੰਘ ਕਿਸ ਸਾਲ ਮੁੱਖ ਮੰਤਰੀ ਦਾ ਪ੍ਰੈੱਸ ਸਕੱਤਰ ਬਣਿਆ?,1972
ਸੂਬਾ ਸਿੰਘ ਨੂੰ ਪੰਜਾਬ ਸਟੇਟ ਯੂਨੀਵਰਸਿਟੀ ਟੈਕਸਟ ਬੁੱਕ ਬੋਰਡ ਦੇ ਡਾਇਰੈਕਟਰ ਵਜੋਂ ਕਿਸ ਸਾਲ ਨਿਯੁਕਤ ਕੀਤਾ ਗਿਆ ਸੀ?,1975
1975 ਵਿੱਚ ਸੂਬਾ ਸਿੰਘ ਨੂੰ ਸ਼੍ਰੋਮਣੀ ਪੱਤਰਕਾਰ ਹੋਣ ਦਾ ਦਰਜਾ ਵੀ ਕਿਸ ਨੇ ਦਿੱਤਾ?,ਐਸ ਨਮਨ
1967 ਵਿੱਚ ਪ੍ਰਕਾਸ਼ਿਤ ਸੂਬਾ ਸਿੰਘ ਦੀ ਮਹੱਤਵਪੂਰਨ ਰਚਨਾ ਦਾ ਕੀ ਨਾਮ ਹੈ?,'ਅਲੋਪ ਹੋ ਰਹੇ ਚੇਤਕ'
ਸੂਬਾ ਸਿੰਘ ਦੇ ਕੰਮ ਦੀ ਸ਼ਲਾਘਾ ਕਰਨ ਵਾਲਾ ਲੇਖਕ ਅਤੇ ਵਿਅੰਗਕਾਰ ਕੌਣ ਹੈ?,ਕਵੀਸ਼ਰਾ
ਸੂਬਾ ਸਿੰਘ ਦੀਆਂ ਹੋਰ ਮਹੱਤਵਪੂਰਨ ਰਚਨਾਵਾਂ ਦਾ ਕੀ ਨਾਮ ਹੈ?,"ਅਗ ਅਤੇ ਪਾਣੀ-1960, ਵੈਨਿਸ਼ਿੰਗ ਚੇਤਕ-1967, ਮਾਚ ਅਤੇ ਪਾਣੀ-1960, ਗਲਤੀਆਂ-1971, ਇਨਕਲਾਬੀ ਯੋਧਾ ਊਧਮ ਸਿੰਘ-1974, ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਦੀਆਂ ਕਵਿਤਾਵਾਂ ਦਾ ਅਧਿਐਨ, ਅਤੇ ਹਾਸੇ ਅਤੇ ਹਾਦਸੇ"
ਕੌਣ ਹਨ ਸੈਣੀ ਭੈਣਾਂ?,"ਸੈਣੀ ਭੈਣਾਂ ਹਨ: ਰੂਪਾ ਸੈਣੀ, ਕ੍ਰਿਸ਼ਨਾ ਸੈਣੀ, ਸਵਰਨਾ ਸੈਣੀ ਅਤੇ ਪ੍ਰੇਮਾ ਸੈਣੀ।"
ਸੈਣੀ ਭੈਣਾਂ ਕਿਹੜੀ ਖੇਡ ਖੇਡਦੀਆਂ ਹਨ?,ਸੈਣੀ ਭੈਣਾਂ ਅੰਤਰਰਾਸ਼ਟਰੀ ਫੀਲਡ ਹਾਕੀ ਖਿਡਾਰਨਾਂ ਹਨ।
ਸੈਣੀ ਭੈਣਾਂ ਕਿਥੋਂ ਸਨ?,ਸੈਣੀ ਭੈਣਾਂ ਪੰਜਾਬ ਦੀਆਂ ਹਨ।
ਜਪਾਨ ਦੇ ਖਿਲਾਫ 1970 ਦੀ ਟੈਸਟ ਸੀਰੀਜ਼ ਵਿੱਚ ਕਿੰਨੀਆਂ ਭੈਣਾਂ ਨੇ ਭਾਰਤ ਲਈ ਇਕੱਠੇ ਖੇਡਿਆ ਸੀ?,ਤਿੰਨੋਂ ਭੈਣਾਂ ਭਾਰਤ ਲਈ 1970 ਵਿੱਚ ਜਾਪਾਨ ਖ਼ਿਲਾਫ਼ ਟੈਸਟ ਸੀਰੀਜ਼ ਵਿੱਚ ਇਕੱਠੇ ਖੇਡੀਆਂ।
ਸੈਣੀ ਭੈਣਾਂ ਵਿੱਚੋਂ ਕਿਸ ਖਿਡਾਰੀ ਦਾ ਕਰੀਅਰ ਖਾਸ ਤੌਰ 'ਤੇ ਸਫਲ ਰਿਹਾ?,ਰੂਪਾ ਸੈਣੀ ਦਾ ਕਰੀਅਰ ਖਾਸ ਤੌਰ 'ਤੇ ਸਫਲ ਰਿਹਾ।
ਸੈਣੀ ਭੈਣਾਂ ਨੇ ਕਿਹੜੇ ਟੂਰਨਾਮੈਂਟ ਖੇਡੇ ਹਨ?,"ਸੈਣੀ ਭੈਣਾਂ ਇਸ ਵਿੱਚ ਖੇਡੀਆਂ: 1974 ਦਾ ਫਰਾਂਸ ਵਿਸ਼ਵ ਕੱਪ, 1978 ਦਾ ਮੈਡਰਿਡ ਵਿਸ਼ਵ ਕੱਪ, 1979 ਵਿੱਚ ਵੈਨਕੂਵਰ ਵਿੱਚ ਵਿਸ਼ਵ ਚੈਂਪੀਅਨਸ਼ਿਪ, ਅਤੇ 1980 ਓਲੰਪਿਕ।"
ਰੂਪਾ ਸੈਣੀ ਨੂੰ ਕਿਹੜਾ ਐਵਾਰਡ ਦਿੱਤਾ ਗਿਆ?,ਰੂਪਾ ਸੈਣੀ ਨੂੰ ਵੱਕਾਰੀ ਅਰਜੁਨ ਐਵਾਰਡ ਦਿੱਤਾ ਗਿਆ।
ਵੱਡੀ ਭੈਣ ਪ੍ਰੇਮਾ ਸੈਣੀ ਨੂੰ ਕਿਹੜਾ ਮਹੱਤਵਪੂਰਨ ਪੁਰਸਕਾਰ ਦਿੱਤਾ ਗਿਆ ਸੀ?,ਪ੍ਰੇਮਾ ਸੈਣੀ ਨੂੰ ਪੰਜਾਬ ਸਰਕਾਰ ਵੱਲੋਂ ਮਹਾਰਾਜਾ ਰਣਜੀਤ ਸਿੰਘ ਐਵਾਰਡ ਨਾਲ ਸਨਮਾਨਿਤ ਕੀਤਾ ਗਿਆ।
ਹਾਕੀ ਖੇਡਣ ਤੋਂ ਬਾਅਦ ਰੂਪਾ ਸੈਣੀ ਦਾ ਕਿੱਤਾ ਕੀ ਹੈ?,"ਰੂਪਾ ਸੈਣੀ ਸਿੱਖਿਆ ਵਿੱਚ ਇੱਕ ਸੀਨੀਅਰ ਲੈਕਚਰਾਰ ਬਣ ਗਈ, ਅਤੇ ਬਾਅਦ ਵਿੱਚ ਮਹਿੰਦਰਾ ਕਾਲਜ, ਪਟਿਆਲਾ ਵਿੱਚ ਸਰਕਾਰੀ ਪ੍ਰਿੰਸੀਪਲ ਬਣੀ।"
ਰੂਪਾ ਸੈਣੀ ਦਾ ਹਾਕੀ ਤੋਂ ਬਾਅਦ ਦਾ ਪੇਸ਼ਾ,"ਰੂਪਾ ਸੈਣੀ ਦੇ ਹਾਕੀ ਤੋਂ ਬਾਅਦ ਦੇ ਪੇਸ਼ੇ ਵਿੱਚ ਡਾਕਟਰੇਟ ਦੀ ਡਿਗਰੀ, ਐਜੂਕੇਸ਼ਨ ਲੈਕਚਰਾਰ, ਸਰਕਾਰੀ ਪ੍ਰਿੰਸੀਪਲ, ਅਤੇ ਭਾਰਤੀ ਮਹਿਲਾ ਹਾਕੀ ਫੈਡਰੇਸ਼ਨ (IWHF) ਦੁਆਰਾ ਸੀਨੀਅਰ ਭਾਰਤੀ ਟੀਮ ਦੇ ਮੈਨੇਜਰ ਵਜੋਂ ਨਿਯੁਕਤ ਕੀਤਾ ਗਿਆ ਸੀ।"
ਸੋਨਮ ਪ੍ਰੀਤ ਕੌਰ ਬਾਜਵਾ ਦਾ ਜਨਮ ਕਦੋਂ ਹੋਇਆ?,ਉਸ ਦਾ ਜਨਮ 16 ਅਗਸਤ 1989 ਨੂੰ ਹੋਇਆ ਸੀ।
ਕੀ ਹੈ ਸੋਨਮ ਪ੍ਰੀਤ ਕੌਰ ਬਾਜਵਾ ਦਾ ਪੇਸ਼ਾ?,ਉਹ ਇੱਕ ਭਾਰਤੀ ਮਾਡਲ ਅਤੇ ਅਭਿਨੇਤਰੀ ਹੈ ਜੋ ਹਿੰਦੀ ਅਤੇ ਪੰਜਾਬੀ ਫਿਲਮਾਂ ਵਿੱਚ ਦਿਖਾਈ ਦਿੰਦੀ ਹੈ।
ਸੋਨਮ ਬਾਜਵਾ ਨੇ ਆਪਣੇ ਐਕਟਿੰਗ ਕੈਰੀਅਰ ਦੀ ਸ਼ੁਰੂਆਤ ਕਿਸ ਸਾਲ ਕੀਤੀ ਸੀ?,ਉਸਨੇ ਆਪਣੇ ਅਦਾਕਾਰੀ ਕਰੀਅਰ ਦੀ ਸ਼ੁਰੂਆਤ 2013 ਵਿੱਚ ਪੰਜਾਬੀ ਫਿਲਮ ਬੈਸਟ ਆਫ ਲੱਕ ਨਾਲ ਕੀਤੀ ਸੀ।
ਸੋਨਮ ਬਾਜਵਾ ਨੇ ਕਿਹੜੀ ਫਿਲਮ ਵਿੱਚ ਸਰਵੋਤਮ ਅਭਿਨੇਤਰੀ ਲਈ ਪੀਟੀਸੀ ਪੰਜਾਬੀ ਫਿਲਮ ਅਵਾਰਡ ਜਿੱਤੇ?,ਉਸਨੇ ਫਿਲਮ ਆਰਬ ਮੁਟਿਆਰ ਲਈ 2020 ਵਿੱਚ ਸਰਵੋਤਮ ਅਭਿਨੇਤਰੀ ਦਾ ਪੁਰਸਕਾਰ ਜਿੱਤਿਆ।
ਸੋਨਮ ਬਾਜਵਾ ਕਿਸ ਸਾਲ ਜ਼ੀ ਪੰਜਾਬੀ ਦੇ ਟਾਕ-ਸ਼ੋਅ ਦਿਲ ਕੀ ਜੀ ਵਿੱਚ ਨਜ਼ਰ ਆਈ ਸੀ?,ਉਹ 2021 ਵਿੱਚ ਪ੍ਰਗਟ ਹੋਈ ਸੀ।
ਸੋਨਮ ਬਾਜਵਾ ਦਾ ਜਨਮ ਕਿੱਥੇ ਹੋਇਆ?,"ਉਸਦਾ ਜਨਮ ਨਨਮਕੱਟਾ, ਰੁਦਰਪੁਰ ਉੱਤਰਾਖੰਡ ਵਿਖੇ ਇੱਕ ਪੰਜਾਬੀ ਜਾਟ ਸਿੱਖ ਪਰਿਵਾਰ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਸੋਨਮ ਬਾਜਵਾ ਕਿੱਥੇ ਪੜ੍ਹਦੀ ਸੀ?,ਉਸਨੇ ਦਿੱਲੀ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ ਪੜ੍ਹਾਈ ਕੀਤੀ ਅਤੇ ਇੱਕ ਏਅਰ ਹੋਸਟੇਸ ਵਜੋਂ ਸਿਖਲਾਈ ਪ੍ਰਾਪਤ ਕੀਤੀ।
ਸੋਨਮ ਬਾਜਵਾ ਨੇ ਕਿਸ ਸਾਲ ਫੇਮਿਨਾ ਮਿਸ ਇੰਡੀਆ ਮੁਕਾਬਲੇ ਵਿੱਚ ਭਾਗ ਲਿਆ ਸੀ?,ਉਸਨੇ 2012 ਵਿੱਚ ਹਿੱਸਾ ਲਿਆ ਸੀ।
'ਹੈਪੀ ਨਿਊ ਈਅਰ' ਫਿਲਮ 'ਚ ਸੋਨਮ ਬਾਜਵਾ ਨੂੰ ਕਿਸ ਕਿਰਦਾਰ ਲਈ ਨਹੀਂ ਚੁਣਿਆ ਗਿਆ?,ਉਸ ਨੂੰ ਫਿਲਮ ਹੈਪੀ ਨਿਊ ਈਅਰ ਵਿੱਚ ਸ਼ਾਹਰੁਖ ਖਾਨ ਦੇ ਨਾਲ ਅਭਿਨੈ ਕਰਨ ਲਈ ਨਹੀਂ ਚੁਣਿਆ ਗਿਆ ਸੀ।
ਸੋਨੀਆ ਅਗਰਵਾਲ ਕਿੱਥੋਂ ਦੀ ਹੈ?,ਚੰਡੀਗੜ੍ਹ
ਸੋਨੀਆ ਅਗਰਵਾਲ ਦੀ ਜਨਮ ਮਿਤੀ ਕੀ ਹੈ?,28 ਮਾਰਚ 1982
ਸੋਨੀਆ ਅਗਰਵਾਲ ਦਾ ਪੇਸ਼ੇ ਦਾ ਖੇਤਰ ਕੀ ਹੈ?,ਭਾਰਤੀ ਫਿਲਮ ਅਦਾਕਾਰਾ
ਸੋਨੀਆ ਅਗਰਵਾਲ ਕਿਸ ਸਿਨੇਮਾ ਵਿੱਚ ਜ਼ਿਆਦਾ ਪ੍ਰਮੁੱਖ ਸੀ?,ਤਾਮਿਲ ਸਿਨੇਮਾ
ਸੋਨੀਆ ਅਗਰਵਾਲ ਦੀਆਂ ਕੁਝ ਸਫਲ ਫਿਲਮਾਂ ਕਿਹੜੀਆਂ ਹਨ ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਪ੍ਰਮੁੱਖਤਾ ਪ੍ਰਾਪਤ ਹੋਈ?,"ਕਢਲ ਕੋਂਡੇਨ (2003), 7ਜੀ ਰੇਨਬੋ ਕਲੋਨੀ (2004) ਅਤੇ ਪੁਧੂਪੇੱਟਾਈ (2006)"
ਕੀ ਸੋਨੀਆ ਅਗਰਵਾਲ ਨੇ ਕਢਲ ਕੌਂਡੇਨ ਵਿੱਚ ਆਪਣੇ ਪ੍ਰਦਰਸ਼ਨ ਲਈ ਕੋਈ ਪੁਰਸਕਾਰ ਜਿੱਤਿਆ?,"ਹਾਂ, ਉਸਨੂੰ 2004 ਵਿੱਚ ਅੰਤਰਰਾਸ਼ਟਰੀ ਤਮਿਲ ਫਿਲਮ ਅਵਾਰਡ ਵਿੱਚ ਆਈਟੀਐਫਏ ਸਰਵੋਤਮ ਨਵੀਂ ਅਦਾਕਾਰਾ ਅਵਾਰਡ ਨਾਲ ਸਨਮਾਨਿਤ ਕੀਤਾ ਗਿਆ ਸੀ।"
ਸੋਨੀਆ ਅਗਰਵਾਲ ਨੇ ਫਿਲਮ ਇੰਡਸਟਰੀ ਵਿੱਚ ਵਾਪਸੀ ਤੋਂ ਬਾਅਦ ਕਿੰਨੇ ਪ੍ਰੋਜੈਕਟ ਸਾਈਨ ਕੀਤੇ?,"ਚਾਰ ਪ੍ਰੋਜੈਕਟ, ਤਿੰਨ ਤਾਮਿਲ ਵਿੱਚ ਅਤੇ ਇੱਕ ਮਲਿਆਲਮ ਵਿੱਚ"
2011 ਵਿੱਚ ਸੋਨੀਆ ਅਗਰਵਾਲ ਦੀ ਪਹਿਲੀ ਫਿਲਮ ਕੀ ਸੀ?,ਵਨਮ
ਸੋਨੀਆ ਅਗਰਵਾਲ ਦੀ ਵਿਆਹੁਤਾ ਸਥਿਤੀ ਕੀ ਹੈ?,ਤਲਾਕਸ਼ੁਦਾ
ਸੋਨੀਆ ਅਗਰਵਾਲ ਇਸ ਸਮੇਂ ਕਿਸ ਨਾਲ ਵਿਆਹੀ ਹੋਈ ਹੈ?,"ਬਦਕਿਸਮਤੀ ਨਾਲ ਸਮੱਗਰੀ ਵਿੱਚ ਕੋਈ ਜਾਣਕਾਰੀ ਨਹੀਂ ਹੈ, ਸਿਰਫ ਤਲਾਕਸ਼ੁਦਾ ਜਾਣਕਾਰੀ, ਹਾਲਾਂਕਿ ਇਹ ਸੈਲਾਵਰਾਘਵਨ ਜਾਣਿਆ ਜਾਂਦਾ ਸੀ।"
ਸੋਨੀਆ ਅਗਰਵਾਲ ਦਾ ਵਿਆਹ ਕਦੋਂ ਹੋਇਆ?,2016
ਸੋਨੀਆ ਅਗਰਵਾਲ ਦਾ ਮੌਜੂਦਾ ਵਿਆਹ ਤਲਾਕ ਦੁਆਰਾ ਕਦੋਂ ਖਤਮ ਹੋਇਆ ਸੀ?,2010
ਸੋਨੀਆ ਜਹਾਂ ਦਾ ਜਨਮ ਕਿੱਥੇ ਹੋਇਆ ਸੀ?,"ਲਾਹੌਰ, ਪਾਕਿਸਤਾਨ"
ਸੋਨੀਆ ਜਹਾਂ ਦੀ ਸਟੇਜ ਦਾ ਨਾਮ ਕੀ ਹੈ?,ਸੋਨੀਆ ਜਹਾਂ
ਸੋਨੀਆ ਜਹਾਂ ਫਿਲਮਾਂ ਵਿੱਚ ਕਿਸ ਤਰ੍ਹਾਂ ਦੀਆਂ ਭੂਮਿਕਾਵਾਂ ਨਿਭਾਉਂਦੀ ਹੈ?,ਸਹਾਇਕ ਭੂਮਿਕਾਵਾਂ
ਸੋਨੀਆ ਜਹਾਂ ਦੇ ਪਿਤਾ ਦਾ ਕੀ ਨਾਮ ਹੈ?,ਅਕਬਰ ਹੁਸੈਨ ਰਿਜ਼ਵੀ
ਸੋਨੀਆ ਜਹਾਂ ਦੀ ਮਾਂ ਦਾ ਕੀ ਨਾਂ ਹੈ?,ਫਲੋਰੈਂਸ ਰਿਜ਼ਵੀ
ਸੋਨੀਆ ਦਾ ਅਸਲੀ ਆਖਰੀ ਨਾਮ ਕੀ ਸੀ?,ਰਿਜ਼ਵੀ
ਸੋਨੀਆ ਜਹਾਂ ਨੇ ਆਪਣਾ ਆਖਰੀ ਨਾਂ ਬਦਲ ਕੇ ਕੀ ਰੱਖਿਆ?,ਅੰਬਾਤੀ ਨਹਿਰ ਜਹਾਂ
ਕੌਣ ਹੈ ਸੋਨੀਆ ਜਹਾਂ ਦਾ ਭਰਾ?,ਸਿਕੰਦਰ ਰਿਜ਼ਵੀ
ਕੌਣ ਹੈ ਸੋਨੀਆ ਜਹਾਂ ਦੀ ਪੋਤੀ?,ਨੂਰ ਜਹਾਂ
ਕੌਣ ਹੈ ਸੋਨੀਆ ਜਹਾਂ ਦਾ ਚਾਚਾ?,ਗਾਇਕ ਜਿਲੀ ਹੁਮਾ
ਕੌਣ ਹੈ ਸੋਨੀਆ ਜਹਾਂ ਦੀ ਚਚੇਰੀ ਭੈਣ?,ਅਦਾਕਾਰ ਅਹਿਮਦ ਅਲੀ ਬੱਟ
ਸੋਨੀਆ ਜਹਾਂ ਨੇ ਮੁੱਢਲੀ ਸਿੱਖਿਆ ਕਿੱਥੋਂ ਪ੍ਰਾਪਤ ਕੀਤੀ?,ਲਾਈਸੀਅਮ ਸਕੂਲ ਆਫ਼ ਐਡਵਾਂਸਡ ਸਟੱਡੀਜ਼
