instruction,response
ਆਇਸ਼ਾ ਜਿਉਲੀਆ ਕਪੂਰ ਦੀ ਦੂਜੀ ਫਿਲਮ ਦਾ ਟਾਈਟਲ ਕੀ ਸੀ?,ਆਇਸ਼ਾ ਜਿਉਲੀਆ ਕਪੂਰ ਦੀ ਦੂਜੀ ਫਿਲਮ ਦਾ ਟਾਈਟਲ ਸਿਕੰਦਰ ਸੀ।
ਆਇਸ਼ਾ ਜਿਉਲੀਆ ਕਪੂਰ ਨੇ ਫਿਲਮ ਸਿਕੰਦਰ ਵਿੱਚ ਕਿਸ ਨਾਲ ਨਸਰੀਨ ਦਾ ਕਿਰਦਾਰ ਨਿਭਾਇਆ ਸੀ?,ਆਇਸ਼ਾ ਜਿਉਲੀਆ ਕਪੂਰ ਨੇ ਫਿਲਮ ਸਿਕੰਦਰ ਵਿੱਚ ਪਰਜਨ ਦਸਤੂਰ ਦੇ ਨਾਲ ਨਸਰੀਨ ਦੀ ਭੂਮਿਕਾ ਨਿਭਾਈ ਸੀ।
ਆਇਸ਼ਾ ਜਿਉਲੀਆ ਕਪੂਰ ਆਪਣੀ ਮਾਂ ਨਾਲ ਆਪਣਾ ਬ੍ਰਾਂਡ 'ਆਇਸ਼ਾ' ਕਦੋਂ ਤੋਂ ਚਲਾ ਰਹੀ ਹੈ?,ਆਇਸ਼ਾ ਜਿਉਲੀਆ ਕਪੂਰ 2010 ਤੋਂ ਆਪਣੀ ਮਾਂ ਨਾਲ ਆਪਣਾ ਬ੍ਰਾਂਡ 'ਆਇਸ਼ਾ' ਚਲਾਉਂਦੀ ਹੈ।
ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਦਾ ਜਨਮ ਕਦੋਂ ਹੋਇਆ ਸੀ?,19 ਅਗਸਤ 1926 ਈ
ਕੌਣ ਹੈ ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ?,ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਇੱਕ ਪਾਕਿਸਤਾਨੀ ਮਨੁੱਖੀ ਅਧਿਕਾਰ ਕਾਰਕੁਨ ਅਤੇ ਇੱਕ ਏਅਰਲਾਈਨ ਕਾਰਜਕਾਰੀ ਸੀ।
ਪਾਕਿਸਤਾਨ ਏਅਰ ਫੋਰਸ ਵਿੱਚ ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਦਾ ਰੈਂਕ ਕੀ ਸੀ?,ਏਅਰ ਮਾਰਸ਼ਲ
1965 ਵਿਚ ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਦੀ ਸਥਿਤੀ ਕੀ ਸੀ?,ਉਸਨੇ ਏਅਰ ਹੈੱਡਕੁਆਰਟਰ ਵਿਖੇ ਡਾਇਰੈਕਟਰ ਏਅਰ ਆਪਰੇਸ਼ਨਜ਼ ਵਜੋਂ ਸੇਵਾ ਨਿਭਾਈ।
1974 ਵਿੱਚ ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਨੂੰ ਕਿਸ ਘਟਨਾ ਨੇ ਅਸਤੀਫਾ ਦੇਣ ਲਈ ਪ੍ਰੇਰਿਆ?,"ਨਾਗਰਿਕ ਸਰਕਾਰ ਨੂੰ ਅਸਥਿਰ ਕਰਨ ਦੇ ਦੋਸ਼ ਵਿੱਚ ਕਈ ਸੀਨੀਅਰ ਏਅਰ ਫੋਰਸ ਅਫਸਰਾਂ ਦਾ ਕੋਰਟ-ਮਾਰਸ਼ਲ ਕਰਨ ਦਾ ਫੈਸਲਾ, ਜਿਸਨੂੰ ਬਾਅਦ ਵਿੱਚ ਉਲਟਾ ਦਿੱਤਾ ਗਿਆ।"
ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਨੂੰ ਹਵਾਈ ਸੈਨਾ ਦਾ ਪਹਿਲਾ ਮੁਖੀ ਕਿੱਥੇ ਨਿਯੁਕਤ ਕੀਤਾ ਗਿਆ ਸੀ?,ਪਾਕਿਸਤਾਨੀ ਹਵਾਈ ਸੈਨਾ
ਕਿਸ ਸਾਲ ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਪਾਕਿਸਤਾਨੀ ਹਵਾਈ ਸੈਨਾ ਦੇ ਪਹਿਲੇ ਚੀਫ਼ ਆਫ਼ ਏਅਰ ਸਟਾਫ ਬਣੇ ਸਨ?,1974
ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਬਾਅਦ ਵਿੱਚ ਸੇਵਾਮੁਕਤ ਹੋਣ ਤੋਂ ਬਾਅਦ ਕਿਸ ਦੇਸ਼ ਵਿੱਚ ਵਸ ਗਏ ਸਨ?,"ਉਹ ਕੁਝ ਸਮੇਂ ਲਈ ਅਮਰੀਕਾ ਵਿੱਚ ਸੈਟਲ ਹੋ ਗਿਆ, ਪਰ ਬਾਅਦ ਵਿੱਚ ਪਾਕਿਸਤਾਨ ਵਾਪਸ ਆ ਗਿਆ।"
ਹਵਾਈ ਸੈਨਾ ਦੇ ਮੁਖੀ ਦੇ ਅਹੁਦੇ ਤੋਂ ਅਸਤੀਫਾ ਦੇਣ ਤੋਂ ਬਾਅਦ ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਨੇ ਅਮਰੀਕਾ ਵਿੱਚ ਕੀ ਕੀਤਾ?,ਕਾਰਾਂ ਵੇਚੀਆਂ
ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ 1980 ਦੇ ਦਹਾਕੇ ਵਿਚ ਕਿਸ ਕੰਮ ਵਿਚ ਸ਼ਾਮਲ ਸੀ?,ਉਹ ਪਾਕਿਸਤਾਨ ਦੇ ਮਨੁੱਖੀ ਅਧਿਕਾਰ ਕਮਿਸ਼ਨ ਦੇ ਸਹਿ-ਸੰਸਥਾਪਕ ਸਨ
ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਦਾ ਦਿਹਾਂਤ ਕਦੋਂ ਹੋਇਆ?,17 ਦਸੰਬਰ 2019
ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਦੀ ਮੌਤ ਕਿਸ ਸ਼ਹਿਰ ਵਿੱਚ ਹੋਈ ਸੀ?,ਲਾਹੌਰ
ਰਿਟਾਇਰਮੈਂਟ ਤੋਂ ਬਾਅਦ ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਦਾ ਕਿੱਤਾ ਕੀ ਸੀ?,ਮਨੁੱਖੀ ਅਧਿਕਾਰ ਕਾਰਕੁਨ
ਬ੍ਰਿਟਿਸ਼ ਆਰਮੀ ਜੁਆਇੰਟ ਸਰਵਿਸ ਡਿਫੈਂਸ ਕਾਲਜ ਵਿਚ ਜਾਣ ਤੋਂ ਪਹਿਲਾਂ ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਕਿੱਥੇ ਪੜ੍ਹਿਆ ਸੀ?,"ਐਂਡੋਵਰ, ਯੂਕੇ ਵਿੱਚ ਹੈਂਪਸ਼ਾਇਰ, ਅਤੇ ਉਸਦੀ ਸਿੱਖਿਆ ਬਾਅਦ ਵਿੱਚ ਯੂਨਾਈਟਿਡ ਕਿੰਗਡਮ ਵਿੱਚ ਆਰਏਐਫ ਸਟਾਫ ਕਾਲਜ ਅਤੇ ਇੰਪੀਰੀਅਲ ਡਿਫੈਂਸ ਕਾਲਜ ਵਿੱਚ ਹੋਈ।"
ਜ਼ਫਰ ਅਹਿਮਦ ਚੌਧਰੀ ਦਾ ਪਰਿਵਾਰਕ ਪਿਛੋਕੜ ਕੀ ਸੀ?,"ਆਰੀਅਨ, ਅਹਿਮਦੀਆ ਲਹਿਰ ਨਾਲ ਸਬੰਧਤ ਸਨ"
ਜ਼ੈਨਬ ਅੱਬਾਸ ਦਾ ਜਨਮ ਕਦੋਂ ਹੋਇਆ ਸੀ?,ਜ਼ੈਨਬ ਅੱਬਾਸ ਦਾ ਜਨਮ 14 ਫਰਵਰੀ 1988 ਨੂੰ ਹੋਇਆ ਸੀ
ਜ਼ੈਨਬ ਅੱਬਾਸ ਦਾ ਕਿੱਤਾ ਕੀ ਹੈ?,"ਜ਼ੈਨਬ ਅੱਬਾਸ ਇੱਕ ਟੈਲੀਵਿਜ਼ਨ ਹੋਸਟ, ਖੇਡ ਪੇਸ਼ਕਾਰ, ਟਿੱਪਣੀਕਾਰ, ਅਤੇ ਸਾਬਕਾ ਮੇਕਅਪ ਕਲਾਕਾਰ ਹੈ।"
ਜ਼ੈਨਬ ਅੱਬਾਸ ਮੇਕਅਪ ਆਰਟਿਸਟ ਵਜੋਂ ਕਿੱਥੇ ਕੰਮ ਕਰਦੀ ਸੀ?,ਅੱਬਾਸ ਨੇ 2015 ਤੱਕ ਆਪਣੇ ਸਟੂਡੀਓ ਵਿੱਚ ਮੇਕਅੱਪ ਆਰਟਿਸਟ ਵਜੋਂ ਕੰਮ ਕੀਤਾ।
ਜ਼ੈਨਬ ਅੱਬਾਸ ਦੀ ਟੀਵੀ 'ਤੇ ਪਹਿਲੀ ਪੇਸ਼ੀ ਕੀ ਸੀ?,ਜ਼ੈਨਬ ਅੱਬਾਸ ਨੇ ਰਾਸ਼ਟਰੀ ਟੀਮ ਦੇ ਸਾਬਕਾ ਖਿਡਾਰੀਆਂ ਸਈਦ ਅਜਮਲ ਅਤੇ ਇਮਰਾਨ ਨਜ਼ੀਰ ਦੇ ਨਾਲ 2015 ਕ੍ਰਿਕੇਟ ਵਿਸ਼ਵ ਕੱਪ ਲਈ ਦੁਨੀਆ ਨਿਊਜ਼ 'ਤੇ ਇੱਕ ਸ਼ੋਅ ਵਿੱਚ ਮਹਿਮਾਨ ਭੂਮਿਕਾ ਲਈ ਸਫਲਤਾਪੂਰਵਕ ਆਡੀਸ਼ਨ ਦਿੱਤਾ।
ਜ਼ੈਨਬ ਅੱਬਾਸ ਪੱਤਰਕਾਰ ਵਜੋਂ ਇੰਗਲੈਂਡ ਕਦੋਂ ਗਈ ਸੀ?,ਉਹ 2016 ਦੇ ਦੌਰੇ 'ਤੇ ਪਾਕਿਸਤਾਨ ਦੀ ਰਾਸ਼ਟਰੀ ਕ੍ਰਿਕਟ ਟੀਮ ਨੂੰ ਕਵਰ ਕਰਨ ਲਈ ਦੁਨੀਆ ਨਿਊਜ਼ ਲਈ ਪੱਤਰਕਾਰ ਵਜੋਂ ਇੰਗਲੈਂਡ ਗਈ ਸੀ।
2016 ਤੋਂ 2018 ਤੱਕ ਦੁਨੀਆ ਨਿਊਜ਼ 'ਤੇ ਪੇਸ਼ ਕੀਤੇ ਗਏ ਸ਼ੋਅ ਜ਼ੈਨਬ ਅੱਬਾਸ ਦਾ ਕੀ ਨਾਮ ਸੀ?,ਦੇਖੋ ਰਿਕੇਟ ਦੇਵਾਂਗੀ
ਜ਼ੈਨਬ ਅੱਬਾਸ ਨੇ ਕਿਹੜੇ ਪ੍ਰਕਾਸ਼ਨਾਂ ਲਈ ਖੇਡ ਲੇਖ ਲਿਖੇ ਸਨ?,ਡਾਨ ਅਤੇ ਦੁਨੀਆ ਨਿਊਜ਼
"2016 ਤੋਂ, ਜ਼ੈਨਬ ਅੱਬਾਸ ਕਿਸ ਕ੍ਰਿਕਟ ਟੂਰਨਾਮੈਂਟ ਦੀ ਪੇਸ਼ਕਾਰੀ ਰਹੀ ਹੈ?",ਪਾਕਿਸਤਾਨ ਸੁਪਰ ਲੀਗ ਅਤੇ ਅਬੂ ਧਾਬੀ T10
ਕਿਸ ਸਾਲ ਜ਼ੈਨਬ ਅੱਬਾਸ ਨੇ ਵੈੱਬ-ਸੀਰੀਜ਼ ਟਾਕ ਸ਼ੋਅ ਸਾਵਲ ਕ੍ਰਿਕੇਟ ਕਾ ਦੀ ਮੇਜ਼ਬਾਨੀ ਕੀਤੀ ਸੀ?,2017
ਜ਼ੈਨਬ ਅੱਬਾਸ ਨੇ ਵੈੱਬ-ਸੀਰੀਜ਼ ਟਾਕ ਸ਼ੋਅ ਵਾਇਸ ਆਫ਼ ਕ੍ਰਿਕੇਟ ਦੇ ਕਿੰਨੇ ਐਪੀਸੋਡਾਂ ਦੀ ਮੇਜ਼ਬਾਨੀ ਕੀਤੀ?,14 ਐਪੀਸੋਡ (ਮਈ 2018 ਤੋਂ ਮਈ 2019 ਤੱਕ)
ਜ਼ੈਨਬ ਅੱਬਾਸ 2019 ਵਿੱਚ ਕਵਰ ਕਰਨ ਵਾਲੀ ਪਾਕਿਸਤਾਨ ਦੀ ਪਹਿਲੀ ਮਹਿਲਾ ਸਪੋਰਟਸ ਰਿਪੋਰਟਰ ਅਤੇ ਕੁਮੈਂਟੇਟਰ ਕਿਸ ਖੇਡ ਸਮਾਗਮ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਈ?,ਆਈਸੀਸੀ ਵਿਸ਼ਵ ਕੱਪ 2019
2021 ਵਿੱਚ ਪ੍ਰਸਾਰਣ ਟੀਮ ਵਜੋਂ ਜ਼ੈਨਬ ਅੱਬਾਸ ਕਿਸ ਇਵੈਂਟ ਦਾ ਹਿੱਸਾ ਸੀ?,ਸੌ
ਕਿਸ ਸਾਲ ਜ਼ੈਨਬ ਅੱਬਾਸ ਨੇ ਕ੍ਰਿਕੇਟ ਵਿਸ਼ਵ ਕੱਪ ਨੂੰ ਕਵਰ ਕੀਤਾ ਅਤੇ ਸੁਰੱਖਿਆ ਚਿੰਤਾਵਾਂ ਦੇ ਕਾਰਨ ਭਾਰਤ ਛੱਡਣ ਲਈ ਮਜਬੂਰ ਕੀਤਾ ਗਿਆ ਸੀ?,2023
ਜ਼ੈਨਬ ਅੱਬਾਸ ਨੂੰ 2023 ਵਿੱਚ ਭਾਰਤ ਤੋਂ ਵਾਪਸ ਕਿਉਂ ਭੇਜਿਆ ਗਿਆ ਸੀ?,ਭਾਰਤ ਵਿਰੋਧੀ ਟਵੀਟ ਨੇ ਵਿਵਾਦ ਛੇੜ ਦਿੱਤਾ ਹੈ
ਜ਼ੈਨਬ ਅੱਬਾਸ ਨੇ 2023 'ਚ ਕਿਉਂ ਛੱਡਿਆ ਭਾਰਤ?,ਨਿੱਜੀ ਕਾਰਨਾਂ ਕਰਕੇ ਵਿਦਾ ਹੋਇਆ (ਬਾਅਦ ਵਿੱਚ ਪਹਿਲਾਂ ਕੀਤੇ ਟਵੀਟਾਂ ਲਈ ਮੁਆਫੀ ਮੰਗੀ ਗਈ)
ਜਾਨੀ ਕਿੱਥੋਂ ਦਾ ਹੈ?,"ਗਿੱਦੜਬਾਹਾ, ਪੰਜਾਬ, ਭਾਰਤ"
ਜਾਨੀ ਕਿਸ ਲਈ ਜਾਣਿਆ ਜਾਂਦਾ ਹੈ?,ਸੰਗੀਤਕਾਰ ਬੀ ਪ੍ਰਾਕ ਅਤੇ ਗਾਇਕ ਹਾਰਡੀ ਸੰਧੂ ਨਾਲ ਉਸ ਦਾ ਗੀਤ 'ਸੋਚ'
ਜਾਨੀ ਦਾ ਜਨਮ ਕਿੱਥੇ ਹੋਇਆ ਸੀ?,"ਗਿੱਦੜਬਾਹਾ, ਸ੍ਰੀ ਮੁਕਤਸਰ ਸਾਹਿਬ"
ਜਾਨੀ ਦਾ ਵਿਦਿਅਕ ਪਿਛੋਕੜ ਕੀ ਹੈ?,"ਮੈਮੋਰੀਅਲ ਸਕੂਲ ਗਿੱਦੜਬਾਹਾ ਅਤੇ ਰਿਆਤ ਐਂਡ ਬਾਹਰ ਕਾਲਜ, ਖਰੜ, ਪੰਜਾਬ"
ਜਾਨੀ ਕਾਲਜ ਤੋਂ ਗ੍ਰੈਜੂਏਟ ਹੋਏ ਉਸ ਦਾ ਨਾਮ ਕੀ ਹੈ?,"ਰਿਆਤ ਅਤੇ ਬਾਹਰ ਕਾਲਜ, ਖਰੜ, ਪੰਜਾਬ"
ਜਾਨੀ ਨੇ ਕਿਸ ਸਾਲ ਗ੍ਰੈਜੂਏਟ ਕੀਤਾ?,2012
ਜਾਨੀ ਦੇ ਪਹਿਲੇ ਗੀਤ ਦਾ ਨਾਮ ਕੀ ਹੈ?,ਸੰਤ ਸਿਪਾਹੀ
ਜਾਨੀ ਦੇ ਚਰਚਿਤ ਗੀਤ 'ਸੋਚ' ਦਾ ਗਾਇਕ ਕੌਣ ਹੈ?,ਹਾਰਡੀ ਸੰਧੂ
'ਸੋਚ' ਗੀਤ ਦੀ ਰਚਨਾ ਕਿਸਨੇ ਕੀਤੀ?,ਬੀ ਪ੍ਰਾਕ
ਜਾਵੇਦ ਸ਼ੇਖ ਦਾ ਜਨਮ ਕਿੱਥੇ ਹੋਇਆ ਸੀ?,ਰਾਵਲਪਿੰਡੀ
ਜਾਵੇਦ ਸ਼ੇਖ ਦੀ ਜਨਮ ਮਿਤੀ ਕੀ ਹੈ?,8 ਅਕਤੂਬਰ 1954
ਜਾਵੇਦ ਸ਼ੇਖ ਨੇ ਕਈ ਸਾਲਾਂ ਤੋਂ ਕਿਸ ਉਦਯੋਗ ਵਿੱਚ ਕੰਮ ਕੀਤਾ ਹੈ?,"ਲਾਲੀਵੁੱਡ, ਬਾਲੀਵੁੱਡ ਅਤੇ ਪਾਲੀਵੁੱਡ"
ਜਾਵੇਦ ਸ਼ੇਖ ਨੇ ਆਪਣਾ ਲਾਲੀਵੁੱਡ ਕੈਰੀਅਰ ਕਿਸ ਤਰੀਕ ਨੂੰ ਸ਼ੁਰੂ ਕੀਤਾ ਸੀ?,14 ਦਸੰਬਰ 1974
"ਦਸਤਾਵੇਜ਼ ਦੇ ਅਨੁਸਾਰ, ਜਾਵੇਦ ਸ਼ੇਖ ਨੇ ਕਿਸ ਤਰ੍ਹਾਂ ਦੀਆਂ ਭੂਮਿਕਾਵਾਂ ਨਿਭਾਈਆਂ ਹਨ?","ਅਭਿਨੇਤਾ, ਨਿਰਦੇਸ਼ਕ ਅਤੇ ਫਿਲਮ-ਨਿਰਮਾਤਾ"
ਕੌਣ ਹੈ ਜੀਆ ਅਲੀ?,ਇੱਕ ਪਾਕਿਸਤਾਨੀ ਮਾਡਲ ਅਤੇ ਅਦਾਕਾਰਾ।
ਜੀਆ ਅਲੀ ਦਾ ਜਨਮ ਕਦੋਂ ਹੋਇਆ ਸੀ?,3 ਮਈ 1972
ਜੀਆ ਅਲੀ ਦਾ ਜਨਮ ਕਿਸ ਸ਼ਹਿਰ ਵਿੱਚ ਹੋਇਆ ਸੀ?,"ਲਾਹੌਰ, ਪਾਕਿਸਤਾਨੀ ਪੰਜਾਬ"
ਜੀਆ ਅਲੀ ਦੇ ਪਿਤਾ ਦਾ ਨਾਮ ਕੀ ਹੈ?,ਸਲੀਮ ਅੱਬਾਸ
ਜੀਆ ਅਲੀ ਦੇ ਪਿਤਾ ਕਿੱਥੇ ਸਥਿਤ ਹਨ?,ਯੂ.ਕੇ
ਜੀਆ ਅਲੀ ਦਾ ਪੇਸ਼ਾ ਕੀ ਹੈ?,ਮਾਡਲ ਅਤੇ ਅਦਾਕਾਰਾ
ਜੀਆ ਅਲੀ ਨੇ ਆਪਣੇ ਮਾਡਲਿੰਗ ਕਰੀਅਰ ਦੀ ਸ਼ੁਰੂਆਤ ਕਿਸ ਸਾਲ ਕੀਤੀ ਸੀ?,1991
ਜੀਆ ਅਲੀ ਦੇ ਭਰਾਵਾਂ ਵਿੱਚੋਂ ਇੱਕ ਕੀ ਹੈ?,ਫੈਸ਼ਨ ਫੋਟੋਗ੍ਰਾਫਰ
ਜੀਆ ਅਲੀ ਦੇ ਭਰਾ ਦਾ ਕੀ ਨਾਮ ਹੈ ਜੋ ਇੱਕ ਫੈਸ਼ਨ ਫੋਟੋਗ੍ਰਾਫਰ ਹੈ?,ਮੁੰਨਾ ਮੁਸ਼ਤਾਕ
ਜੀਆ ਅਲੀ ਨੇ ਕਿਹੜੀ ਫਿਲਮ ਵਿੱਚ ਕੰਮ ਕੀਤਾ ਹੈ?,ਦੀਵਾਨੇ ਤੇਰੇ ਪਿਆਰ ਕੇ
ਫਿਲਮ 'ਦੀਵਾਨੇ ਤੇਰੇ ਪਿਆਰ ਕੇ' ਸੰਭਾਵਤ ਤੌਰ 'ਤੇ ਕਿਸ ਸਾਲ ਰਿਲੀਜ਼ ਹੋਈ ਸੀ?,2007
ਸੰਭਾਵਤ ਤੌਰ 'ਤੇ 2007 ਵਿੱਚ ਰਿਲੀਜ਼ ਹੋਈ ਫਿਲਮ ਦਾ ਨਾਮ ਕੀ ਹੈ ਜਿਸ ਵਿੱਚ ਜੀਆ ਅਲੀ ਨੇ ਕੰਮ ਕੀਤਾ ਸੀ?,ਕਿਸਾ-ਏ-ਉਲਫ਼ਤ
ਕੌਣ ਹੈ ਜੈਸਮੀਨ ਬਾਜਵਾ?,ਜੈਸਮੀਨ ਬਾਜਵਾ ਇੱਕ ਭਾਰਤੀ ਅਭਿਨੇਤਰੀ ਅਤੇ ਮਾਡਲ ਹੈ ਜੋ ਪੰਜਾਬੀ ਫਿਲਮਾਂ ਵਿੱਚ ਕੰਮ ਕਰਦੀ ਹੈ।
ਜੈਸਮੀਨ ਬਾਜਵਾ ਦੀ ਅਦਾਕਾਰੀ ਦੀ ਸ਼ੁਰੂਆਤ ਕਿਸ ਫਿਲਮ ਵਿੱਚ ਹੋਈ ਸੀ?,ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਪੰਜਾਬੀ ਵੈੱਬ ਸੀਰੀਜ਼ ਯਾਰ ਜਿਗਰੀ ਕਸੌਟੀ ਡਿਗਰੀ ਨਾਲ ਆਪਣੀ ਅਦਾਕਾਰੀ ਦੀ ਸ਼ੁਰੂਆਤ ਕੀਤੀ।
ਜੈਸਮੀਨ ਬਾਜਵਾ ਦੀ ਹਿੰਦੀ ਫਿਲਮ ਕਿਸ ਫਿਲਮ ਵਿੱਚ ਹੋਈ ਸੀ?,ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਆਪਣੀ ਹਿੰਦੀ ਫਿਲਮ 'ਸੂਰਮਾ' ਨਾਲ ਸ਼ੁਰੂਆਤ ਕੀਤੀ ਸੀ।
ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਪੰਜਾਬੀ ਗੀਤ ਵੀਡੀਓ ਇੰਡਸਟਰੀ ਵਿੱਚ ਸਭ ਤੋਂ ਪਹਿਲਾਂ ਕਿਸ ਗੀਤ ਦੇ ਮਿਊਜ਼ਿਕ ਵੀਡੀਓ ਵਿੱਚ ਕੰਮ ਕੀਤਾ?,ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਸ਼ੈਰੀ ਮਾਨ ਦੇ ਗੀਤ 'ਬਰਥਡੇ ਗਿਫਟ' ਰਾਹੀਂ ਪੰਜਾਬੀ ਗੀਤ ਵੀਡੀਓ ਇੰਡਸਟਰੀ 'ਚ ਪਹਿਲੀ ਵਾਰ ਕੰਮ ਕੀਤਾ।
ਜੈਸਮੀਨ ਬਾਜਵਾ ਦਾ ਜਨਮ ਕਿੱਥੇ ਹੋਇਆ ਸੀ?,"ਜੈਸਮੀਨ ਬਾਜਵਾ ਦਾ ਜਨਮ ਲੁਧਿਆਣਾ, ਪੰਜਾਬ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਕੀ ਹੈ ਜੈਸਮੀਨ ਬਾਜਵਾ ਦਾ ਪਰਿਵਾਰਕ ਪਿਛੋਕੜ?,ਜੈਸਮੀਨ ਬਾਜਵਾ ਦਾ ਜਨਮ ਇੱਕ ਜੱਟ ਸਿੱਖ ਪਰਿਵਾਰ ਵਿੱਚ ਹੋਇਆ ਸੀ।
ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਜਿਸ ਕਾਲਜ ਤੋਂ ਗ੍ਰੈਜੂਏਸ਼ਨ ਕੀਤੀ ਉਸ ਦਾ ਨਾਂ ਕੀ ਸੀ?,ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਮਿਸਟਰ ਅਰਬਿੰਦੋ ਕਾਲਜ ਆਫ ਕਾਮਰਸ ਐਂਡ ਮੈਨੇਜਮੈਂਟ ਤੋਂ ਗ੍ਰੈਜੂਏਸ਼ਨ ਕੀਤੀ।
ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਆਪਣੇ ਕਰੀਅਰ ਦੀ ਸ਼ੁਰੂਆਤ ਕਿਸ ਸਾਲ ਕੀਤੀ ਸੀ?,ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ 2018 ਦੀ ਵੈੱਬ ਸੀਰੀਜ਼ ਯਾਰ ਜਿਗਰੀ ਕਸੂਤੀ ਡਿਗਰੀ ਅਤੇ 2018 ਦੀ ਹਿੰਦੀ ਫਿਲਮ ਸੂਰਮਾ ਵਿੱਚ ਆਪਣੇ ਕਰੀਅਰ ਦੀ ਸ਼ੁਰੂਆਤ ਕੀਤੀ।
ਫਿਲਮ ਦਾ ਨਾਮ ਕੀ ਸੀ ਜਿਸ ਵਿੱਚ ਜੱਸ ਬਾਜਵਾ ਦੇ ਨਾਲ ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਕੰਮ ਕੀਤਾ ਸੀ?,ਪੰਜਾਬੀ ਫਿਲਮ ਦੂਰਬੀਨ ਵਿੱਚ ਜੱਸ ਬਾਜਵਾ ਦੇ ਨਾਲ ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਮੁੱਖ ਭੂਮਿਕਾ ਨਿਭਾਈ ਹੈ।
ਜੈਸਮੀਨ ਬਾਜਵਾ ਨੇ ਕਿੰਨੇ ਕਾਲਜਾਂ ਵਿੱਚ ਪੜ੍ਹਾਈ ਕੀਤੀ?,ਅਸੀਂ ਇਸ ਬਾਰੇ ਜਾਣਕਾਰੀ ਨਹੀਂ ਲੱਭ ਸਕਦੇ। ਦਸਤਾਵੇਜ਼ ਵਿੱਚ ਸਿਰਫ਼ 'ਗ੍ਰੈਜੂਏਟਿਡ' ਦਾ ਜ਼ਿਕਰ ਕੀਤਾ ਗਿਆ ਹੈ।
ਜੋਸ਼ੂਆ ਫਜ਼ਲਦੀਨ ਦਾ ਜਨਮ ਕਿੱਥੇ ਹੋਇਆ ਸੀ?,"ਜਿਲਹਮ, ਪਾਕਿਸਤਾਨ"
ਜੋਸ਼ੂਆ ਫਜ਼ਲਦੀਨ ਦਾ ਜਨਮ ਕਿਸ ਸਾਲ ਹੋਇਆ ਸੀ?,1903
ਜੋਸ਼ੂਆ ਫਜ਼ਲਦੀਨ ਦੀ ਮਾਂ ਕੌਣ ਸੀ?,ਫਜ਼ਲ ਬੇਗਮ
ਜੋਸ਼ੂਆ ਫਜ਼ਲਦੀਨ ਦੀ ਪਤਨੀ ਕੌਣ ਸੀ?,ਤੰਕਾਮਾ
ਜੋਸ਼ੂਆ ਫਜ਼ਲਦੀਨ ਦੇ ਕਿੰਨੇ ਬੱਚੇ ਸਨ?,ਸੱਤ
ਜੋਸ਼ੂਆ ਫਜ਼ਲਦੀਨ ਨੇ ਉਰਦੂ ਵਿੱਚ ਕਿਸ ਤਰ੍ਹਾਂ ਦੀਆਂ ਰਚਨਾਵਾਂ ਦਾ ਸਿਹਰਾ ਦਿੱਤਾ ਹੈ?,"ਨਾਵਲ, ਨਾਟਕ ਅਤੇ ਅਨੁਵਾਦ"
ਜੋਸ਼ੂਆ ਫਜ਼ਲਦੀਨ ਦੀਆਂ ਕਵਿਤਾਵਾਂ ਵਿੱਚ ਮੁੰਡੇ ਦੇ ਚਰਿੱਤਰ ਮੁੱਲ ਉੱਤੇ ਲਿਖੀਆਂ ਲਿਖਤਾਂ ਦਾ ਕੀ ਨਾਮ ਹੈ?,ਮੁੰਡੇ ਦਾ ਮੁੱਲ
